nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,titleCount
nm0003633,Moet Meira,1970,\N,"actress,producer,miscellaneous","tt0362716,tt0146838,tt0203259,tt0374201",4
nm0003644,Tim Douglas,\N,\N,"visual_effects,director,actor","tt0113092,tt0111742,tt0112864,tt0114857",4
nm0003649,Henrique Laplaine,\N,\N,"producer,assistant_director,actor","tt0116040,tt0203408,tt0305711,tt0309987",4
nm0003661,Cloud Michaels,\N,\N,actress,"tt0264335,tt0209188,tt0134989,tt0207805",4
nm0003664,Jason Waters,\N,\N,actor,"tt0112104,tt0106179,tt0112112,tt0244365",4
nm0003668,Brian Benison,\N,\N,"music_department,composer,actor","tt0240468,tt0012752,tt0285462,tt0006333",4
nm0003671,Rob Rowan,1965,\N,"camera_department,actor","tt0358135,tt0427470,tt0492044,tt0433400",4
nm0003676,C. Courtney Joyner,\N,\N,"writer,actor,producer","tt0095904,tt6855174,tt4440596,tt0099277",4
nm0003680,Giedrius Nagys,1965,\N,"stunts,actor,miscellaneous","tt0320661,tt3464902,tt3659388,tt3748528",4
nm0003693,David Allen Cluck,\N,\N,"assistant_director,producer,actor","tt0806203,tt1655442,tt8784956,tt0340855",4
nm0003695,Christopher K. Grap,\N,\N,"miscellaneous,actor,make_up_department","tt0265208,tt0396269,tt0219653,tt0292644",4
nm0003702,Kenn Scott,\N,\N,"actor,assistant_director,director","tt0457748,tt1260348,tt0100758,tt0103060",4
nm0003705,Joanna Syrokomla,\N,\N,"costume_designer,costume_department,actress","tt4329242,tt1091909,tt8318648,tt1794147",4
nm0003717,Gloria Pryor,\N,\N,"producer,actress","tt0395669,tt0163543,tt0156005,tt0237199",4
nm0003723,Angie Hill,\N,\N,actress,"tt0105459,tt5779830,tt0352277,tt0115243",4
nm0003729,Kevin Bowe,1968,\N,"sound_department,camera_department,actor","tt0857191,tt0340377,tt0247199,tt1185836",4
nm0003737,Jim Brooks,1977,\N,"actor,writer","tt0238122,tt0423296,tt0187665,tt0237995",4
nm0003740,Julie Dretzin,1968,\N,actress,"tt0248654,tt0215545,tt1152398,tt0903747",4
nm0003741,Robin Driscoll,\N,\N,"actor,writer,miscellaneous","tt0373632,tt0096657,tt0118689,tt0453451",4
nm0003742,Robyn Driscoll,\N,\N,actor,"tt0184858,tt0106179,tt0120670,tt0113497",4
nm0003748,Anthony Green,1970,\N,actor,"tt0120347,tt1137996,tt0472242,tt0258463",4
nm0003764,Daniel Osers,1970,\N,"actor,miscellaneous","tt0138459,tt0110587,tt0109865,tt0106148",4
nm0003779,Alessandra Torresani,1987,\N,"actress,producer","tt1844624,tt4052886,tt0898266,tt8712204",4
nm0003780,Ladd Vance,\N,\N,"producer,miscellaneous,actor","tt0095016,tt0111438,tt0266465,tt0098206",4
nm0003784,Joe Grisaffi,1968,\N,"actor,casting_department,producer","tt2260324,tt1884338,tt2909196,tt0151309",4
nm0003793,David Attis,\N,\N,actor,"tt0207881,tt0285624,tt0158671,tt0338159",4
nm0003799,Shane Daly,1966,\N,actor,"tt0242445,tt1650554,tt0165710,tt0482527",4
nm0003800,Sean Michael Fish,1964,\N,"actor,miscellaneous,writer","tt0092319,tt0099692,tt0451018,tt5000986",4
nm0003805,Geoffrey Brown,\N,2015,"producer,actor,director","tt0814212,tt0163179,tt0083868,tt0238217",4
nm0003808,Kate Forster,1969,\N,"actress,producer","tt0166924,tt0183505,tt1619856,tt0200427",4
nm0003810,Colin Matthews,\N,\N,"art_department,actor,art_director","tt0283160,tt0298814,tt0183523,tt8623904",4
nm0003814,Alana Sosnova,\N,\N,"actress,producer,miscellaneous","tt0166845,tt0193508,tt0107752,tt0112998",4
nm0003821,Tony Gardner,\N,\N,actor,"tt0063972,tt0067791,tt0064003,tt0059968",4
nm0003831,Andy Ryan,\N,\N,"camera_department,actor","tt1276104,tt0319262,tt0117500,tt1790864",4
nm0003834,John Stoneham Jr.,\N,\N,"stunts,actor,assistant_director","tt1375666,tt0800080,tt5580390,tt3450958",4
nm0003835,Heather Waters,\N,\N,actress,"tt0211955,tt0376606,tt0331634,tt0366620",4
nm0003842,Femke-Anna Broere,1972,\N,actress,"tt0115189,tt0112315,tt0149499,tt0222564",4
nm0003843,Jack Blum,\N,\N,"actor,writer,producer","tt0082498,tt0079540,tt0115397,tt0147867",4
nm0003844,Darla Crane,1966,\N,"actress,director,producer","tt0239145,tt0238884,tt1085798,tt0238842",4
nm0003858,Mel Stewart,1968,\N,actor,"tt0246108,tt0307129,tt0110805,tt0096542",4
nm0003862,Amy Wilson,\N,\N,actress,"tt1671582,tt0181935,tt0362269,tt0264761",4
nm0003868,John T. Grantham,\N,\N,"actor,stunts","tt0105946,tt0106761,tt0113161,tt0117373",4
nm0003870,Marilyn Ghigliotti,1961,\N,"actress,make_up_department,producer","tt4937114,tt0109445,tt1910498,tt3449200",4
nm0003879,Jean-Christophe Delpias,\N,\N,"assistant_director,director,actor","tt1816049,tt13327060,tt1815798,tt6638962",4
nm0003892,David 'Wex' Wechsler,\N,\N,"assistant_director,miscellaneous,actor","tt0450385,tt1568338,tt1175709,tt0363988",4
nm0003905,Jim Vines,1963,\N,"writer,camera_department,actor","tt6186596,tt13057276,tt14197758,tt0160652",4
nm0003906,Robert Grand,\N,\N,"production_manager,producer,actor","tt0106977,tt0085995,tt0111280,tt0082089",4
nm0003910,Travis Fine,1968,\N,"actor,writer,director","tt2066176,tt0103956,tt0172493,tt1525898",4
nm0003916,Tim Trageser,1969,\N,"director,writer,actor","tt0258502,tt0134782,tt0240421,tt0240664",4
nm0003919,Jeff Ferris,1970,\N,"actor,producer,miscellaneous","tt0171056,tt0420425,tt0938291,tt0330622",4
nm0003923,Rodger Boyce,\N,\N,actor,"tt0477348,tt0419294,tt0107808,tt0198021",4
nm0003925,Julianne Buescher,1965,\N,"actress,miscellaneous,soundtrack","tt0452046,tt0800039,tt4651824,tt1408101",4
nm0003928,Bob Clendenin,1964,\N,"actor,soundtrack","tt0242423,tt0285403,tt1441109,tt0165598",4
nm0003930,Will Wallace,\N,\N,"actor,producer,director","tt0404826,tt0402399,tt0311850,tt0463934",4
nm0003941,David Winning,1961,\N,"director,miscellaneous,actor","tt0103352,tt0120389,tt5197820,tt0374455",4
nm0003942,Blake Bashoff,1981,\N,actor,"tt0115676,tt0112602,tt0181689,tt0411008",4
nm0003943,David Bloch,1965,\N,"casting_department,casting_director,actor","tt0187393,tt0177991,tt0120685,tt0139809",4
nm0003944,Ian James Corlett,1962,\N,"actor,writer,music_department","tt1700841,tt0172049,tt0214341,tt0115108",4
nm0003953,Matthew Huffman,1970,\N,"writer,actor,miscellaneous","tt2963232,tt0187559,tt13453006,tt1376213",4
nm0003956,David Lombardi,\N,\N,"visual_effects,actor,animation_department","tt0185183,tt0298814,tt0311113,tt0120458",4
nm0003958,Pat Mastroianni,1971,\N,"actor,soundtrack,director","tt0090417,tt0120685,tt2193041,tt0288937",4
nm0003963,Bruce A. Simon,\N,\N,"assistant_director,production_manager,actor","tt0361192,tt1937222,tt0114745,tt1034320",4
nm0003969,Jane Walker,\N,\N,"make_up_department,actress,art_department","tt0944947,tt0365748,tt0209163,tt1478964",4
nm0003970,Stephanee LaFleur,1969,\N,actress,"tt0206285,tt0188688,tt0189184,tt0210112",4
nm0003978,Andrew Deutsch,\N,\N,"writer,actor","tt0098205,tt0093525,tt0101702,tt0102213",4
nm0003979,Daniel Schweiger,\N,\N,"actor,miscellaneous,music_department","tt0457939,tt0463034,tt1464540,tt0279493",4
nm0003980,Andrea Carter,\N,\N,"art_department,miscellaneous,actress","tt2660888,tt0499549,tt3778644,tt0770828",4
nm0003985,Rick Gioia,\N,\N,"camera_department,cinematographer,actor","tt1670345,tt1219289,tt0337876,tt0482572",4
nm0003986,Stan Egi,\N,\N,actor,"tt0091159,tt0119859,tt0107969,tt1600194",4
nm0003991,Beth Colt,\N,\N,"actress,producer,assistant_director","tt0101064,tt0108758,tt0120197,tt0200530",4
nm0003999,Valéry Gaillard,\N,\N,"director,assistant_director,actor","tt0101581,tt11886912,tt0853066,tt0811168",4
nm0004003,Joseph Rochlitz,\N,\N,"director,actor,writer","tt3089952,tt0362091,tt0102536,tt0212985",4
nm0004005,Marklen Kennedy,1967,\N,"producer,actor,writer","tt0165913,tt6007400,tt7289492,tt5662550",4
nm0004009,Shawn Tanaka,\N,\N,"miscellaneous,actor,writer","tt0308055,tt0486946,tt0427944,tt0120903",4
nm0004025,Erik Fleming,\N,\N,"producer,director,actor","tt2837336,tt0159060,tt3526286,tt0112761",4
nm0004026,Jeff Hoffman,1971,\N,"director,actor,writer","tt0213201,tt14134070,tt2011833,tt0329663",4
nm0004028,Daniel Bacon,1970,\N,actor,"tt3691740,tt0837143,tt1878870,tt3704700",4
nm0004030,John Karyus,1975,\N,"actor,camera_department,art_department","tt0462485,tt2256858,tt2450186,tt4643048",4
nm0004036,Roger Dertinger,1973,\N,"art_department,actor,cinematographer","tt0204679,tt0367631,tt0762104,tt0450340",4
nm0004044,Paul Janossy,1964,\N,"camera_department,actor","tt0400497,tt0802948,tt0115734,tt0315983",4
nm0004049,Peter Atherton,1974,\N,"location_management,miscellaneous,actor","tt0758746,tt0212346,tt1065073,tt0405296",4
nm0004054,Philip D. Schwartz,\N,\N,"camera_department,cinematographer,actor","tt0373051,tt0303017,tt0113957,tt3730126",4
nm0004056,Andrew Stanton,1965,\N,"writer,actor,director","tt0266543,tt0910970,tt0120363,tt2277860",4
nm0004060,Morgana Rae,\N,\N,actress,"tt0245841,tt0231496,tt0186988,tt0287659",4
nm0004061,Nicholas Kamenos,\N,\N,actor,"tt0104136,tt0297625,tt0066672,tt0120921",4
nm0004067,Russell Yuen,1965,\N,"actor,stunts,soundtrack","tt0319262,tt15203594,tt2543164,tt6977738",4
nm0004073,Jason Gondek,\N,\N,"miscellaneous,art_department,actor","tt0327056,tt0309377,tt0186566,tt0119094",4
nm0004081,Tom Delmar,1963,\N,"stunts,assistant_director,actor","tt0102798,tt0119395,tt0117951,tt0120347",4
nm0004082,Geoff Marslett,\N,\N,"actor,producer,director","tt2091343,tt9109086,tt11662660,tt1109488",4
nm0004093,Travis Davis,1968,2009,"actor,director,producer","tt0443454,tt1160368,tt0758746,tt0491117",4
nm0004095,Bobbie Phillips,1968,\N,"actress,producer,writer","tt8387520,tt0174543,tt0112086,tt4677244",4
nm0004096,Leesa Castaneda,1969,\N,actress,"tt0138330,tt0261492,tt0106126,tt0115126",4
nm0004097,Alec Von Bargen,1972,\N,"actor,miscellaneous,art_director","tt13892558,tt0362107,tt0122347,tt5997928",4
nm0004098,Ellen Wheeler,1961,\N,"producer,actress,director","tt0044265,tt0048845,tt0057731,tt0065272",4
nm0004103,Michael Derbas,\N,\N,"producer,camera_department,actor","tt0263746,tt0233656,tt0385961,tt0402910",4
nm0004107,Darrin Klimek,1970,\N,"actor,cinematographer,producer","tt0110598,tt0285531,tt0213327,tt0111964",4
nm0004112,Mark Frost,1968,\N,actor,"tt0223268,tt1058915,tt3636060,tt4348012",4
nm0004115,Thom Tierney,\N,\N,actor,"tt1181917,tt0178229,tt1630574,tt0982881",4
nm0004125,Radan Popovic,\N,\N,"cinematographer,camera_department,actor","tt0126886,tt10927414,tt1389072,tt1821549",4
nm0004133,Aure Atika,1970,\N,"actress,director,writer","tt0411270,tt0464913,tt1285246,tt1399664",4
nm0004134,Tasma Walton,1973,\N,actress,"tt0448610,tt7298596,tt4649420,tt1587000",4
nm0004138,Vince Corazza,1972,\N,actor,"tt0114327,tt0144120,tt0285861,tt0338852",4
nm0004147,Mikko Nousiainen,1975,\N,"actor,soundtrack","tt1067580,tt1145479,tt0188356,tt0328432",4
nm0004151,Jennifer Ann Henry,1973,2017,"camera_department,cinematographer,actress","tt0450405,tt0311113,tt0206314,tt0319262",4
nm0004155,Daniel A. Valverde,1961,\N,"editor,editorial_department,actor","tt0105046,tt0115237,tt2149175,tt6110648",4
nm0004159,Tom Tangen,1961,\N,"miscellaneous,actor,producer","tt0246578,tt0415298,tt0092086,tt1411238",4
nm0004166,Adam Hackbarth,1973,\N,"miscellaneous,actor,writer","tt0489024,tt0349612,tt0427688,tt0462485",4
nm0004167,Bart DeFinna,\N,\N,actor,"tt1190689,tt0096310,tt0265803,tt11096780",4
nm0004169,Bo Kane,\N,\N,actor,"tt3566726,tt5691552,tt0108551,tt10323338",4
nm0004171,Drew Wood,\N,\N,actor,"tt0069739,tt0072993,tt0224883,tt0056751",4
nm0004172,Drew Wood,1976,\N,actor,"tt0115937,tt0292644,tt0247082,tt0158552",4
nm0004173,Charlotte Fontijn,\N,\N,"script_department,actress,assistant_director","tt0123095,tt0384766,tt0317919,tt0892318",4
nm0004178,Jeff Wolfe,\N,\N,"stunts,assistant_director,actor","tt3503196,tt2070791,tt0848228,tt0383574",4
nm0004179,Helene Egelund,1965,\N,actress,"tt1570091,tt0494216,tt0128007,tt0131674",4
nm0004181,Ronald Shore,\N,\N,"producer,actor,casting_department","tt1754457,tt1114256,tt0317640,tt0237199",4
nm0004193,Debbie Rochon,1968,\N,"actress,producer,writer","tt1401631,tt2551446,tt2274752,tt1937154",4
nm0004198,David Acord,\N,\N,"sound_department,actor,miscellaneous","tt8111088,tt2527338,tt6334354,tt5776858",4
nm0004201,Neil Cedar,\N,\N,"sound_department,actor,miscellaneous","tt0115641,tt0240515,tt2149175,tt0473308",4
nm0004206,Goran Gajic,1962,\N,"director,actor,writer","tt9861884,tt0105946,tt0244627,tt4455788",4
nm0004208,Gabriel Guy,1976,\N,"sound_department,music_department,actor","tt2948356,tt3521164,tt2245084,tt2294629",4
nm0004214,Bey Logan,1963,\N,"producer,actor,writer","tt4327752,tt0865556,tt8180932,tt0288045",4
nm0004226,David B. Thompson,\N,\N,"editor,editorial_department,actor","tt1567215,tt1517121,tt1114706,tt0285331",4
nm0004232,Erik Svane,\N,\N,actor,"tt0161203,tt0331770,tt0137546,tt0180837",4
nm0004236,Ângelo Antônio,1964,\N,"actor,producer","tt1234559,tt0439547,tt0142045,tt2390460",4
nm0004259,André Kaminski,1985,\N,actor,"tt0366767,tt0806910,tt2133298,tt0239450",4
nm0004260,Pamela Bowman,\N,\N,actress,"tt0083131,tt0086501,tt0078622,tt0086494",4
nm0004263,Lynne Latham,\N,\N,"actress,casting_department,soundtrack","tt0075485,tt0084273,tt0082474,tt0081777",4
nm0004264,Judy Herrera,\N,\N,"actress,miscellaneous","tt0120689,tt0255653,tt0243222,tt0127020",4
nm0004265,Maria Herrera,1969,\N,actress,"tt0837563,tt0289791,tt5568250,tt0150377",4
nm0004266,Anne Hathaway,1982,\N,"actress,soundtrack,producer","tt1707386,tt1345836,tt1084950,tt4680182",4
nm0004267,Xavier Grobet,1964,\N,"cinematographer,camera_department,actor","tt1121977,tt0247196,tt2381941,tt0457510",4
nm0004269,Oliver Driscoll,1974,\N,"camera_department,actor,miscellaneous","tt0816711,tt0364970,tt5884052,tt5433138",4
nm0004272,Paul Hipp,1963,\N,"actor,soundtrack,composer","tt0103759,tt0119668,tt0104714,tt0119094",4
nm0004280,Chris Blackwood,1972,\N,"stunts,actor","tt0120157,tt0120902,tt0163025,tt0301470",4
nm0004286,Clifton Collins Jr.,1970,\N,"actor,producer,director","tt0272020,tt0379725,tt0796366,tt0181865",4
nm0004289,Bryan Handy,\N,\N,"actor,miscellaneous","tt1400511,tt0203078,tt1710621,tt0412253",4
nm0004293,Matt Bellner,1969,\N,"script_department,actor,assistant_director","tt0108778,tt1548544,tt0118484,tt0058796",4
nm0004294,Nadia Bjorlin,1980,\N,"actress,soundtrack","tt1695746,tt0058796,tt0780595,tt0364845",4
nm0004296,Tamara Torres,1979,\N,"actress,miscellaneous,make_up_department","tt0376720,tt0230838,tt0230030,tt0987915",4
nm0004301,Alexandra Adi,1971,\N,actress,"tt0116168,tt0155776,tt0118887,tt0163651",4
nm0004302,Ken Kelsch,\N,\N,"cinematographer,actor,camera_department","tt0116378,tt0899128,tt0103759,tt0068833",4
nm0004303,Gavin Hood,1963,\N,"actor,producer,director","tt0468565,tt5431890,tt0178860,tt2057392",4
nm0004311,Danny B. Harvey,\N,\N,"composer,soundtrack,actor","tt1104052,tt0397039,tt1329432,tt0144814",4
nm0004314,Angie Luckey,\N,\N,"editorial_department,sound_department,actress","tt0098382,tt0311429,tt0099582,tt0106856",4
nm0004315,Eric Le Roy,1962,\N,"actor,assistant_director","tt0267103,tt0203579,tt0088462,tt0260192",4
nm0004326,Asher Ettinger,\N,\N,"composer,music_department,actor","tt4720284,tt11996588,tt0178145,tt0106110",4
nm0004335,Hrithik Roshan,1974,\N,"actor,music_department,soundtrack","tt7430722,tt1562872,tt0323013,tt7485048",4
nm0004336,Tristan Oliver,\N,\N,"cinematographer,camera_department,actor","tt1623288,tt0312004,tt0432283,tt5104604",4
nm0004339,Laura M. Grody,\N,\N,"editorial_department,editor,actress","tt0099180,tt0105226,tt0107302,tt0111693",4
nm0004347,Alain Goldman,\N,\N,"producer,writer,actor","tt0450188,tt0228786,tt0364970,tt2398149",4
nm0004349,Kam Heskin,1973,\N,"actress,soundtrack","tt0264464,tt0366920,tt0327643,tt0133152",4
nm0004352,Elsa Saladin,\N,\N,"actress,casting_department","tt0107446,tt2325761,tt1780701,tt0387899",4
nm0004356,Lisa Jakub,1978,\N,"actress,producer","tt0203523,tt0107614,tt0116629,tt0107529",4
nm0004357,Michael Roberds,1964,2016,"actor,producer,writer","tt0239948,tt1231587,tt1122836,tt0319343",4
nm0004358,Terry Odem,\N,\N,"producer,miscellaneous,actress","tt0098536,tt0117887,tt0104694,tt0109830",4
nm0004361,Roger Guyett,\N,\N,"visual_effects,assistant_director,actor","tt2527338,tt0796366,tt2488496,tt1677720",4
nm0004369,Robert Lyon Rasner,1973,\N,"actor,writer,miscellaneous","tt0408524,tt0240732,tt3120280,tt0435770",4
nm0004374,Bruce Woloshyn,1964,\N,"visual_effects,actor,editorial_department","tt0118480,tt0306841,tt1234721,tt0374455",4
nm0004376,Franka Potente,1974,\N,"actress,soundtrack,director","tt0130827,tt0203632,tt0258463,tt0372183",4
nm0004378,Jim McConnell,\N,\N,"stunts,actor","tt0118615,tt0109303,tt0102685,tt0118688",4
nm0004379,Pierpaolo Tiano,\N,\N,"composer,actor,music_department","tt0234137,tt1301309,tt1319736,tt1235543",4
nm0004381,Emma de Caunes,1976,\N,"actress,director,writer","tt0354899,tt0453451,tt0120405,tt0401383",4
nm0004382,Jean-Jacques Vanier,\N,\N,actor,"tt0111342,tt0105132,tt0781455,tt0115070",4
nm0004387,Helmi Sirkiä,1981,\N,"actress,director,writer","tt0249597,tt0249709,tt0249289,tt0247109",4
nm0004394,Mark Kadlec,\N,\N,"actor,miscellaneous,assistant_director","tt0207100,tt0186454,tt0256856,tt0197072",4
nm0004395,Adam Scott,1973,\N,"actor,producer,director","tt1720616,tt0359950,tt0838283,tt3521126",4
nm0004404,Jerry D. O'Donnell,\N,\N,"actor,director,writer","tt4158110,tt0098844,tt4270492,tt3322312",4
nm0004405,Jerry O'Donnell,\N,\N,actor,"tt6473344,tt3502248,tt0804503,tt2660806",4
nm0004406,Curtis Smith,\N,\N,"camera_department,actor","tt1037705,tt0800369,tt0409847,tt0765010",4
nm0004407,Curtis Smith,1974,\N,"assistant_director,miscellaneous,actor","tt4385888,tt9071322,tt9606374,tt0790712",4
nm0004409,Kathy Wittes,1971,\N,actress,"tt1720621,tt1336617,tt1361787,tt3980530",4
nm0004410,Mark Neveldine,1973,\N,"actor,director,writer","tt0479884,tt1034032,tt1121931,tt0964539",4
nm0004411,Jonathan Levit,1971,\N,"actor,miscellaneous,producer","tt1441135,tt7585146,tt1670345,tt0790628",4
nm0004413,Brian Hamill,\N,\N,"camera_department,actor,producer","tt0120184,tt0117665,tt0118971,tt0094737",4
nm0004418,Kajol,1974,\N,"actress,soundtrack","tt0172684,tt0439662,tt0248126,tt1188996",4
nm0004423,Gerry Robert Byrne,\N,\N,"production_manager,actor,producer","tt0388795,tt1327773,tt6866266,tt0217505",4
nm0004430,Karan Kapoor,\N,\N,"actor,camera_department,miscellaneous","tt0086992,tt0088335,tt0359614,tt0153545",4
nm0004437,Sridevi,1963,2018,"actress,music_department,producer","tt0091601,tt0097045,tt5690142,tt2181931",4
nm0004444,Askia Won-Ling Jacob,\N,\N,"costume_department,miscellaneous,actress","tt0775440,tt2802144,tt0489099,tt4154796",4
nm0004447,Peter Lhotka,1962,\N,"producer,production_manager,actor","tt0862856,tt0486051,tt0121200,tt0112023",4
nm0004450,Sebastian DeVicente,\N,\N,actor,"tt0246498,tt0250100,tt0235333,tt0450294",4
nm0004451,Thorsten Schmidt,1969,\N,"director,actor,writer","tt0209282,tt0192576,tt2286220,tt5506088",4
nm0004456,Clare Kramer,1974,\N,"producer,actress,writer","tt0337953,tt0204946,tt0292644,tt0119360",4
nm0004460,Rachel Davey,\N,\N,actress,"tt0120363,tt0203593,tt0120623,tt0112431",4
nm0004471,Subhalekha Sudhakar,\N,\N,"actor,miscellaneous","tt6485666,tt7838252,tt6836936,tt8269248",4
nm0004482,Tracy McKnight,\N,\N,"music_department,miscellaneous,actress","tt1392170,tt1091722,tt1620680,tt1951264",4
nm0004487,Juhi Chawla,1967,\N,"actress,producer,music_department","tt0109555,tt0095936,tt2980648,tt0338490",4
nm0004489,Fiona Jackson,\N,\N,"stunts,producer,actress","tt3837236,tt3228826,tt1405794,tt0120889",4
nm0004490,Simon de La Brosse,1965,1998,actor,"tt0101364,tt0101359,tt0090563,tt0086087",4
nm0004491,Amanda Kravat,1966,\N,"soundtrack,actress,composer","tt0153866,tt0119709,tt0116606,tt0134630",4
nm0004493,Ana Vaz da Silva,\N,\N,"art_department,actress,production_designer","tt0105924,tt0084824,tt0083904,tt0098396",4
nm0004516,Ross Adams,\N,\N,"sound_department,editorial_department,actor","tt0120797,tt0093428,tt0119081,tt0097742",4
nm0004522,Pip Mushin,1963,\N,"actor,script_department,producer","tt0359518,tt0238546,tt0360717,tt0105488",4
nm0004523,Aiden Shaw,1966,\N,actor,"tt0189805,tt1019887,tt0455681,tt0345349",4
nm0004529,Sarah Cawley,\N,\N,"cinematographer,camera_department,actress","tt1819654,tt2963254,tt8421350,tt2372162",4
nm0004539,Vanessa Williams,1963,\N,"actress,producer,soundtrack","tt0103919,tt0102526,tt0112086,tt0248655",4
nm0004540,Darren Shahlavi,1972,2015,"actor,stunts,miscellaneous","tt1386932,tt0297181,tt0369226,tt1053424",4
