nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,titleCount
nm0008383,Toshi Amatsu,\N,\N,actor,"tt0292957,tt0294993,tt6616306,tt0293233",4
nm0008387,Tsuyoshi Abe,1965,\N,"stunts,actor,assistant_director","tt2820852,tt0266915,tt0449088,tt0490086",4
nm0008388,Y. Hero Abe,\N,\N,actor,"tt0113341,tt0114436,tt0108724,tt0113500",4
nm0008396,Meron Abebe,\N,\N,"actress,miscellaneous","tt0114928,tt0092325,tt0139194,tt0166276",4
nm0008398,Catherine Abecassis,\N,\N,"actress,director,writer","tt0233232,tt12669648,tt0104658,tt1572771",4
nm0008402,Paule Abecassis,\N,\N,actress,"tt0450843,tt0157016,tt7461432,tt8110586",4
nm0008404,Yaël Abecassis,1967,\N,"actress,producer,director","tt0189630,tt0313126,tt13027368,tt1676462",4
nm0008405,Elie-G. Abécéra,\N,\N,"writer,actor,director","tt0806905,tt0168432,tt7927668,tt0196289",4
nm0008409,Ramzi Abed,1973,\N,"actor,director,miscellaneous","tt1038916,tt1508689,tt0312003,tt0306158",4
nm0008410,Rodrigo Abed,1970,\N,"actor,writer,producer","tt0391908,tt1086365,tt0436175,tt1955044",4
nm0008416,Hossein Abedini,\N,\N,actor,"tt4730990,tt4938858,tt0233841,tt0416960",4
nm0008422,Nick Abeel,1987,\N,"actor,director,cinematographer","tt3907462,tt0235953,tt4049960,tt4374600",4
nm0008426,Ezequiel Abeijón,\N,\N,actor,"tt0211347,tt0231015,tt0378867,tt0410316",4
nm0008434,Anne Abel,1976,\N,actress,"tt0866425,tt0216522,tt0286482,tt0757201",4
nm0008439,Christa Abel,\N,\N,actress,"tt0079469,tt0181630,tt8359524,tt10245324",4
nm0008443,Dominique Abel,\N,\N,"actress,director,writer","tt0217237,tt0357033,tt8962546,tt8976900",4
nm0008446,Fernand Abel,\N,\N,actor,"tt0253539,tt0253237,tt0064378,tt0258033",4
nm0008454,Ingo Abel,1966,\N,actor,"tt0108979,tt0115088,tt0111959,tt0092389",4
nm0008456,Jean-Luc Abel,\N,\N,actor,"tt0104658,tt0105750,tt0487504,tt0344604",4
nm0008465,Lee Abell,\N,\N,actress,"tt0186864,tt0056015,tt0187420,tt0053658",4
nm0008470,Marie-Jeanne Abel,\N,\N,"make_up_department,actress","tt0110126,tt0234663,tt0303863,tt0349738",4
nm0008482,Morten Abel,1962,\N,"music_department,soundtrack,actor","tt1333125,tt0417909,tt0338466,tt0107121",4
nm0008498,Gay Abel-Bey,\N,\N,"producer,actress,miscellaneous","tt0115775,tt0191146,tt0086977,tt5840962",4
nm0008504,Pierre Abela,\N,\N,"assistant_director,actor,production_designer","tt0126830,tt0093652,tt0098220,tt0083252",4
nm0008506,Lionel Abelanski,1964,\N,"actor,director","tt0170705,tt2870756,tt0783233,tt2102355",4
nm0008516,María Abelenda,\N,\N,actress,"tt0044587,tt0043656,tt0052833,tt0455283",4
nm0008523,Nicolás Abeles,\N,\N,actor,"tt0232196,tt0124312,tt2285457,tt0227883",4
nm0008533,Alistair Abell,\N,\N,"actor,casting_department,miscellaneous","tt1700841,tt0368578,tt0329101,tt0214341",4
nm0008542,Tammy Abell,\N,\N,"costume_department,actress,miscellaneous","tt0270346,tt0267678,tt0415278,tt1527727",4
nm0008545,Aljin Abella,1985,\N,actor,"tt0108709,tt0329814,tt1121628,tt1530541",4
nm0008554,Alejandro Abellan,1965,\N,"actor,miscellaneous","tt0375785,tt0308208,tt0304669,tt0120657",4
nm0008556,Rey 'PJ' Abellana,\N,\N,actor,"tt0273080,tt0345773,tt0347750,tt0346179",4
nm0008567,Ana Maria Abello,\N,\N,actress,"tt0449551,tt6216702,tt1050232,tt0344744",4
nm0008570,Jorge Enrique Abello,1968,\N,actor,"tt0224945,tt0233127,tt0932774,tt1543294",4
nm0008572,Maribel Abello,\N,\N,actress,"tt1841055,tt0356249,tt0797094,tt0398457",4
nm0008583,Lauren Abels,\N,\N,actress,"tt0114938,tt0107659,tt0114016,tt0109514",4
nm0008618,Jo Abercrombie,\N,\N,actress,"tt0400036,tt0297625,tt14617956,tt0107653",4
nm0008619,Kevin Abercrombie,\N,\N,"stunts,actor,miscellaneous","tt7638348,tt0449088,tt0133152,tt0181689",4
nm0008621,Tyla Abercrumbie,\N,\N,actress,"tt8303474,tt7958782,tt4655480,tt6294706",4
nm0008622,Robert Aberdeen,1962,\N,"actor,camera_department,stunts","tt0082692,tt3276924,tt2125453,tt1895332",4
nm0008631,Avital Abergel,1977,\N,actress,"tt0846758,tt0484339,tt0206456,tt0206517",4
nm0008636,Douglas Aberle,\N,\N,"animation_department,actor,director","tt0233575,tt0166399,tt0089908,tt0356242",4
nm0008650,Don Abernathy,\N,\N,"sound_department,actor,camera_department","tt3422998,tt0243441,tt6346518,tt4372768",4
nm0008656,Lewis Abernathy,\N,\N,"actor,writer,special_effects","tt0120338,tt0097179,tt0322008,tt0110071",4
nm0008661,Tom Abernathy,1968,\N,"writer,actor,producer","tt1723639,tt0802977,tt0433547,tt2350892",4
nm0008672,Will-Dog Abers,1973,\N,"soundtrack,actor,music_department","tt0151738,tt0315733,tt0120757,tt0391304",4
nm0008677,Lawrence J. Aberwood,\N,\N,actor,"tt0061408,tt0057480,tt0054035,tt0054604",4
nm0008680,Mikhail Abesadze,\N,\N,"actor,assistant_director","tt0268709,tt0262085,tt0023971,tt0324395",4
nm0008683,Adam Abeshouse,\N,\N,"sound_department,actor,editor","tt0159876,tt0080716,tt13222952,tt5869362",4
nm0008684,Antonio Abete,\N,\N,actor,"tt1814750,tt7705406,tt0260327,tt0446414",4
nm0008689,Trelicia Gunawardena,\N,\N,actress,"tt0863119,tt0080409,tt0084190,tt0281025",4
nm0008690,Damitha Abeyratne,\N,\N,"actress,music_department","tt7687332,tt7920028,tt3117642,tt0381630",4
nm0008707,Guy Abgrall,\N,\N,actor,"tt1059949,tt0420388,tt0120494,tt0098534",4
nm0008713,Abhimanyu Singh,\N,\N,actor,"tt1943898,tt7401524,tt9521964,tt1261047",4
nm0008717,Marga Abi Ramia,\N,\N,actress,"tt0425008,tt0085216,tt0207917,tt0138222",4
nm0008739,Zainal Abidin,\N,\N,actor,"tt0087118,tt0280671,tt0326545,tt0360047",4
nm0008765,Nicole Abisinio,\N,\N,"actress,producer,miscellaneous","tt0412019,tt1922748,tt1016226,tt6450186",4
nm0008774,Michèle Abitbol,\N,\N,"miscellaneous,actress","tt0280665,tt0089927,tt1754656,tt0122690",4
nm0008775,Philippe Abitbol,\N,\N,"music_department,actor,composer","tt0173536,tt4146682,tt0091798,tt0111543",4
nm0008777,Gabrielle Abitol,\N,\N,actress,"tt1153545,tt1121977,tt2295908,tt1753422",4
nm0008787,Simon Abkarian,1962,\N,actor,"tt2208885,tt0426279,tt0804522,tt0381061",4
nm0008813,Andrew Ableson,\N,\N,"actor,miscellaneous","tt1765622,tt0157246,tt1646971,tt4875050",4
nm0008814,Sean Abley,\N,\N,"producer,writer,actor","tt1144811,tt1134528,tt0822856,tt0169247",4
nm0008819,Cynthia Abma,1969,\N,actress,"tt3547782,tt2707150,tt0247303,tt13502894",4
nm0008824,Devon Abner,\N,\N,"actor,sound_department","tt2788432,tt0359608,tt0386676,tt1480684",4
nm0008831,Myles Abney,\N,\N,actor,"tt1496438,tt0120203,tt0118422,tt0103491",4
nm0008866,Didier Abot,\N,\N,"production_manager,actor,producer","tt7943036,tt2076220,tt3651326,tt0429031",4
nm0008873,Tony Abou-Ganim,\N,\N,actor,"tt2678448,tt0361919,tt0120151,tt0426665",4
nm0008888,Angelie Alaïs Adell,1975,\N,"actress,casting_director,writer","tt2385025,tt0279000,tt2328693,tt2353217",4
nm0008892,Romi Aboulafia,1984,\N,"actress,camera_department,production_designer","tt1930371,tt0313126,tt1226753,tt0163262",4
nm0008894,Amir AboulEla,\N,\N,actor,"tt3811906,tt9054904,tt0264235,tt1442464",4
nm0008895,Abel Aboualiten,\N,\N,actor,"tt0112291,tt2872732,tt8883922,tt0091736",4
nm0008905,Oulage Abour,\N,\N,"actor,writer","tt0421974,tt0182357,tt0197516,tt0120537",4
nm0008910,Isabel Aboy,1982,\N,actress,"tt0124958,tt1823927,tt0372056,tt0115284",4
nm0008928,Charles Abraham,\N,\N,actor,"tt0046462,tt0048960,tt0039477,tt0028442",4
nm0008929,Christopher Abraham,\N,\N,"actor,production_manager,miscellaneous","tt0132939,tt0188688,tt0124006,tt0096560",4
nm0008938,Falconer Abraham,\N,\N,actor,"tt0108909,tt0113481,tt0112886,tt0117188",4
nm0008940,Jake Abraham,1967,\N,actor,"tt0227984,tt0120735,tt1213648,tt0291341",4
nm0008946,Jorge Abraham,\N,\N,actor,"tt0258141,tt0376296,tt0089923,tt0117509",4
nm0008949,Ken Abraham,\N,\N,"editor,actor,producer","tt0363307,tt0364829,tt1563069,tt1191056",4
nm0008958,Nicolas Abraham,\N,\N,actor,"tt6938828,tt0273069,tt3112654,tt0411272",4
nm0008961,P.K. Abraham,\N,\N,"actor,writer","tt0333051,tt0230732,tt0332265,tt0318314",4
nm0008969,Peter Abraham,\N,\N,actor,"tt0115285,tt0153031,tt0202695,tt0377043",4
nm0008973,Richard Abraham,\N,\N,"actor,camera_department,editor","tt0475290,tt3511220,tt0116119,tt0120741",4
nm0008985,Bruno Abraham-Kremer,\N,\N,actor,"tt0259440,tt0420555,tt1067774,tt1035736",4
nm0008988,Ludwig Abrahami,\N,\N,actor,"tt0080793,tt0214335,tt0167626,tt0077348",4
nm0008991,Alan Abrahams,\N,\N,"actor,sound_department,soundtrack","tt2087743,tt0438380,tt0487078,tt0111706",4
nm0008996,Caz Abrahams,\N,\N,actor,"tt0127357,tt0481106,tt0120617,tt0115086",4
nm0009000,Dale Abrahams,\N,\N,actor,"tt0463302,tt0127357,tt0408378,tt0398830",4
nm0009002,Doug Abrahams,\N,\N,"actor,miscellaneous,casting_director","tt1535108,tt0770828,tt0457572,tt0120667",4
nm0009010,Jamie Abrahams,\N,\N,"writer,actress","tt0102059,tt0100911,tt0107144,tt11640058",4
nm0009012,Jody Abrahams,1974,\N,"actor,director,producer","tt10127554,tt1599348,tt8577392,tt0473416",4
nm0009016,Jon Abrahams,1977,\N,"actor,director,producer","tt0175142,tt0133751,tt0212338,tt0397065",4
nm0009017,Jonathan Abrahams,\N,\N,"producer,writer,actor","tt4941288,tt0804503,tt1714204,tt2402061",4
nm0009024,Michelle Abrahams,\N,\N,actress,"tt0358884,tt0212695,tt0312209,tt0053494",4
nm0009026,Nancy Abrahams,\N,\N,actress,"tt0107144,tt0100911,tt0088286,tt0102059",4
nm0009032,Taylor Abrahamse,1991,\N,"actor,music_department,composer","tt0161185,tt0818640,tt10612648,tt0283724",4
nm0009054,Peter Abrahamson,\N,\N,"special_effects,miscellaneous,actor","tt0421715,tt0343818,tt0120912,tt0094761",4
nm0009063,Harriet Abrahamsson,\N,\N,actress,"tt1625348,tt0119351,tt0122614,tt0271865",4
nm0009064,Jakob Abrahamsson,\N,\N,"producer,executive,actor","tt4211044,tt5137556,tt4937156,tt11320192",4
nm0009069,Magnus Abrahamsson,\N,\N,"producer,writer,actor","tt13017934,tt0115360,tt0185112,tt0409584",4
nm0009072,Måns Abrahamsson,\N,\N,"sound_department,music_department,actor","tt11773462,tt0090478,tt14104642,tt13747860",4
nm0009073,Peter L. Abrahamsson,1966,\N,actor,"tt0112258,tt0907683,tt0115426,tt0269604",4
nm0009138,Jill Abramovitz,\N,\N,actress,"tt0203259,tt5363912,tt4655480,tt5788792",4
nm0009147,Halina Abramowicz,\N,\N,actress,"tt0095093,tt0148097,tt0101145,tt0088119",4
nm0009153,Abiola Abrams,1976,\N,"actress,producer,director","tt0403542,tt0403385,tt0273300,tt0403208",4
nm0009183,Ian Abrams,\N,\N,"writer,producer,actor","tt1615945,tt0114292,tt0108442,tt0115163",4
nm0009212,Matthew Abrams,\N,\N,"miscellaneous,actor,cinematographer","tt0119039,tt0163274,tt0171367,tt1666679",4
nm0009215,Michele Abrams,1966,\N,actress,"tt0110216,tt0103893,tt0105643,tt0106057",4
nm0009219,Natalie Abrams,1985,\N,"writer,actress,miscellaneous","tt1653077,tt8712204,tt7414406,tt4016454",4
nm0009220,Noah Abrams,1978,\N,"actor,camera_department","tt0114296,tt0297626,tt1229747,tt0384683",4
nm0009221,Patsy Grady Abrams,\N,\N,actress,"tt0120660,tt1759761,tt0111127,tt0365125",4
nm0009231,Robert Vitelli,\N,\N,"actor,producer,director","tt0129687,tt0308461,tt0166176,tt0308499",4
nm0009252,Roy Abramsohn,\N,\N,actor,"tt2187884,tt6215044,tt0478125,tt7668870",4
nm0009269,Nancy Abramson,\N,\N,actress,"tt0090875,tt0088594,tt0095169,tt0088611",4
nm0009277,Stuart Abramson,\N,\N,"camera_department,actor","tt0100935,tt0314353,tt0112760,tt0109303",4
nm0009292,Suzana Abranches,\N,\N,"actress,writer,miscellaneous","tt0138247,tt0149528,tt1062647,tt0480667",4
nm0009313,Claudia Abrego,\N,\N,"actress,stunts","tt1950186,tt4298468,tt11083552,tt7131622",4
nm0009315,Fidel Abrego,\N,\N,"actor,stunts","tt0328107,tt0378455,tt0091400,tt3721964",4
nm0009318,Olga Abrego,\N,\N,actress,"tt1666158,tt0113247,tt0364120,tt3746814",4
nm0009319,Brad Abrell,1965,\N,"actor,miscellaneous","tt0120912,tt0119654,tt0316654,tt1409024",4
nm0009324,Paolo Abrera,\N,\N,"actor,production_manager","tt0219993,tt0378690,tt0476514,tt2035223",4
nm0009334,Cláudia Abreu,1970,\N,"actress,soundtrack,writer","tt0456122,tt2372755,tt0385387,tt0488259",4
nm0009339,Evaristo Abreu,\N,\N,actor,"tt10739668,tt0154350,tt1802504,tt0272081",4
nm0009340,Gerson Abreu,1965,2002,"actor,writer","tt0138841,tt0257293,tt13117706,tt0231243",4
nm0009344,Jorge Luis Abreu,\N,\N,actor,"tt0496806,tt0119887,tt0108757,tt0108778",4
nm0009345,José Abreu,\N,2007,"director,actor,producer","tt1833121,tt0833395,tt0115941,tt0488445",4
nm0009349,Luis Gerónimo Abreu,1972,\N,"actor,assistant_director","tt9327242,tt7180378,tt0314492,tt2856378",4
nm0009350,Luiz Abreu,\N,\N,"make_up_department,actor","tt0261225,tt0200884,tt0196746,tt0191108",4
nm0009351,Maria Clara Abreu,\N,\N,"assistant_director,actress","tt0281447,tt0870090,tt0158789,tt1974895",4
nm0009352,Maria João Abreu,1964,2021,"actress,miscellaneous,writer","tt5756188,tt10133388,tt1787989,tt0817233",4
nm0009355,Ovídio Abreu,\N,\N,"actor,assistant_director","tt0241211,tt0207917,tt0145685,tt0143837",4
nm0009356,Patrícia Abreu,\N,\N,actress,"tt0162862,tt0110802,tt0413569,tt0403780",4
nm0009361,Rubens Abreu,\N,\N,"actor,make_up_department","tt0193077,tt0064616,tt0159480,tt0199424",4
nm0009363,Sérgio Abreu,1975,\N,actor,"tt1532940,tt0144724,tt0481254,tt0985073",4
nm0009390,Alison Anne Abrohams,\N,\N,"miscellaneous,producer,actress","tt0107144,tt0137523,tt0258000,tt2780586",4
nm0009391,Nana Abrokwa,\N,\N,"actor,soundtrack","tt5172134,tt0081860,tt0105325,tt0248010",4
nm0009401,Stephen Abrums,\N,\N,"make_up_department,actor,miscellaneous","tt0093260,tt0106856,tt0120611,tt0120004",4
nm0009424,Joe Absolom,1978,\N,"actor,soundtrack","tt2537176,tt0088512,tt0408381,tt0251806",4
nm0009433,Christine Abt,\N,\N,actress,"tt0082057,tt0075870,tt0079121,tt0074198",4
nm0009436,Katharina Abt,1967,\N,actress,"tt0107330,tt0392970,tt0099283,tt4176826",4
nm0009445,Fatimah Abu Bakar,\N,\N,"actress,miscellaneous","tt11167446,tt0945328,tt1728632,tt6508770",4
nm0009449,Azman Abu Hassan,\N,\N,"sound_department,composer,actor","tt2145748,tt0292006,tt0267664,tt0270745",4
nm0009454,Ahmad Abu Sal'oum,\N,\N,actor,"tt0110033,tt0135650,tt1410360,tt0111354",4
nm0009470,Mahmud Abu-Jazi,\N,\N,actor,"tt8793824,tt4565380,tt1692202,tt1410360",4
nm0009484,Liliana Abud,\N,\N,"writer,actress","tt0210437,tt1743281,tt0233092,tt0307742",4
nm0009486,Tommy Abuel,\N,\N,actor,"tt1063633,tt0186265,tt0073363,tt5890698",4
nm0009494,André Abujamra,1965,\N,"composer,actor,music_department","tt0877323,tt0174481,tt0263124,tt1753722",4
nm0009502,Ketevan Abuladze,\N,\N,actress,"tt5791536,tt0283910,tt0325602,tt0093754",4
nm0009509,Sylvia Abumuhor,\N,\N,"miscellaneous,actress,costume_department","tt0244248,tt0220346,tt3149538,tt0120112",4
nm0009512,Ioana Abur,1969,\N,actress,"tt0790686,tt1515208,tt0337636,tt4181782",4
nm0009516,Deana Molle',1970,\N,"actress,producer,director","tt12060256,tt4386312,tt0202470,tt0125664",4
nm0009525,Mario Abussi,\N,\N,"miscellaneous,production_manager,actor","tt0051147,tt0057171,tt0058335,tt0047313",4
nm0009530,Alon Aboutboul,1965,\N,"actor,director,soundtrack","tt0095956,tt0758774,tt3300542,tt1345836",4
nm0009537,Eteri Abzianidze,\N,\N,actress,"tt7783926,tt0830628,tt0275855,tt0068993",4
nm0009540,AC/DC,\N,\N,"soundtrack,actor,music_department","tt0848228,tt1440129,tt0371746,tt1386697",4
nm0009541,Nicole Acacio,\N,\N,"producer,miscellaneous,actress","tt6863684,tt0436231,tt8343642,tt1356864",4
nm0009545,Aileen Acain,\N,\N,"actress,writer,assistant_director","tt0084015,tt14656632,tt0109254,tt10708942",4
nm0009550,Bruno Alexander,\N,\N,"actor,miscellaneous","tt0095963,tt0086200,tt0370986,tt0490086",4
nm0009566,Fernando Acaso,1963,\N,"actor,miscellaneous","tt0198093,tt0101637,tt0455115,tt1100898",4
nm0009580,Michael Accardo,\N,\N,actor,"tt0149178,tt1833285,tt2805096,tt8303474",4
nm0009584,Danielle Carin,1977,\N,actress,"tt0191911,tt0098844,tt0118298,tt0131037",4
nm0009590,Joseph Accerelli,\N,\N,actor,"tt0188518,tt2908018,tt3381610,tt4282728",4
nm0009592,Cesare Accetta,\N,\N,"cinematographer,camera_department,actor","tt5713904,tt0170508,tt0274426,tt0293463",4
nm0009595,Alessandra Acciai,1965,\N,"actress,producer,writer","tt0109135,tt9531110,tt0204098,tt3463244",4
nm0009608,Luis Accinelli,\N,2019,actor,"tt1879012,tt0138511,tt0437171,tt0408839",4
nm0009612,Catarina Accioly,\N,\N,"actress,director,writer","tt3169538,tt0459228,tt5939596,tt1051271",4
nm0009613,Nilsen Accioli,\N,\N,"assistant_director,actor,miscellaneous","tt5127750,tt6993154,tt9221962,tt0089087",4
nm0009614,Mike Accion,\N,\N,"cinematographer,actor,camera_department","tt1087664,tt0354487,tt0354579,tt0358271",4
nm0009618,Raymond Accolas,\N,\N,actor,"tt1495708,tt0117011,tt0429422,tt0115326",4
nm0009622,Beth Accomando,\N,\N,"editor,producer,actress","tt13404742,tt0095989,tt10308792,tt7089524",4
nm0009629,Stefano Accorsi,1971,\N,"actor,writer,director","tt3270896,tt0274497,tt10256570,tt4300480",4
nm0009631,Suzanne Accosta,\N,\N,"actress,producer","tt0243091,tt5032364,tt0246354,tt0083099",4
nm0009636,Thomas Acda,1967,\N,"actor,soundtrack,writer","tt1307859,tt5320518,tt0468644,tt1674553",4
nm0009643,Johnny Ace,\N,\N,actor,"tt0139317,tt0182141,tt0147245,tt0160373",4
nm0009644,Juliet Ace,\N,\N,"writer,actress,script_department","tt0088512,tt0131334,tt0135088,tt0133301",4
nm0009646,Mellow Man Ace,1967,\N,"soundtrack,actor,composer","tt0100480,tt0415345,tt0100114,tt0250224",4
nm0009652,Antonio Acebal,\N,\N,actor,"tt0076165,tt0247872,tt0120946,tt0415421",4
nm0009662,Julio César Acera,\N,2018,actor,"tt0094251,tt0338639,tt0231040,tt0475464",4
nm0009663,Santiago Acera,\N,\N,actor,"tt0090694,tt0093436,tt0098794,tt0373644",4
nm0009666,Riccardo Acerbi,\N,\N,actor,"tt0092516,tt0177576,tt0090737,tt0090338",4
nm0009667,Michel Acerbo,\N,\N,"assistant_director,director,actor","tt2059237,tt0099607,tt0089821,tt0864921",4
nm0009673,Johnny Acero,1972,\N,"actor,producer,director","tt15738162,tt0460677,tt6038110,tt5971890",4
nm0009675,Susan Aceron,1972,2016,actress,"tt0213790,tt0314786,tt0279620,tt0114327",4
nm0009690,Angel L. Acevedo,\N,\N,"special_effects,make_up_department,actor","tt0183717,tt0115775,tt7353232,tt0255080",4
nm0009693,Bertina Acevedo,\N,\N,actress,"tt0061415,tt0054978,tt0055716,tt0309967",4
nm0009695,Carlos Acevedo,\N,\N,actor,"tt0048170,tt0047252,tt0045843,tt0049705",4
nm0009697,Carolina Acevedo,1979,\N,actress,"tt8105958,tt1233451,tt0459709,tt6311902",4
nm0009703,Fabio Acevedo,\N,\N,actor,"tt0209271,tt0025524,tt0225396,tt0032197",4
nm0009716,Kirk Acevedo,1971,\N,actor,"tt0445990,tt0185906,tt2103281,tt0120863",4
nm0009724,Rafael Acevedo,\N,\N,actor,"tt0194818,tt0037979,tt0140666,tt0470113",4
nm0009730,Toneey Acevedo,\N,\N,"actor,art_department","tt1409090,tt1488606,tt1063327,tt0320751",4
nm0009732,Yamandú Acevedo,1963,2020,actor,"tt0261488,tt0222616,tt0354287,tt0215401",4
nm0009740,Heriberto Aceves,\N,\N,"composer,actor","tt0321348,tt0322580,tt0079984,tt0257543",4
nm0009742,Sharo Aceves,\N,\N,actress,"tt0288850,tt3557144,tt0238504,tt0314505",4
nm0009760,Achankunju,\N,\N,actor,"tt0215023,tt0247916,tt0268954,tt0291894",4
nm0009762,Mauricio Achar,\N,\N,actor,"tt0212640,tt0220885,tt0386179,tt0416429",4
nm0009767,Marie-Claire Achard,\N,\N,actress,"tt0086235,tt6749528,tt0434183,tt4122692",4
nm0009769,Olivier Achard,\N,\N,actor,"tt2088376,tt0327578,tt0167644,tt0133385",4
nm0009772,Myriam Acharki,\N,\N,"actress,editor","tt0352113,tt1966385,tt0163978,tt0401729",4
nm0009779,Rajeev Acharya,\N,\N,"miscellaneous,actor,producer","tt0838221,tt3771536,tt1321869,tt1280558",4
nm0009783,Maximilian Achatz,\N,\N,actor,"tt0871862,tt0806910,tt1195607,tt0208223",4
nm0009785,Isabel Achaval,1976,\N,"actress,director,writer","tt2215347,tt0816636,tt0243569,tt0341625",4
nm0009791,Anna Condo,1966,\N,"actress,writer,director","tt0309264,tt1221149,tt1301181,tt0337690",4
nm0009804,Caitlin Acheson,\N,\N,"make_up_department,actress","tt2515034,tt1937149,tt1512685,tt0159365",4
nm0009806,James Acheson,\N,\N,"actor,producer,miscellaneous","tt0114558,tt0092585,tt0951216,tt8080122",4
nm0009810,John Acheson,\N,1998,actor,"tt0066701,tt0056751,tt0063893,tt0066593",4
nm0009815,Sante Achilli,\N,\N,"camera_department,cinematographer,actor","tt0063137,tt0061570,tt0052999,tt0061933",4
nm0009820,Damian Achilles,\N,\N,"stunts,actor,miscellaneous","tt0120611,tt0498399,tt1458175,tt4513674",4
nm0009828,Riccardo Achilli,\N,\N,actor,"tt1215850,tt0794312,tt0193428,tt0965677",4
nm0009834,Satomi Achiwa,\N,\N,actress,"tt0188640,tt0466371,tt0131013,tt0127310",4
nm0009836,Elias Achkar,1965,\N,"actor,camera_department,sound_department","tt2118660,tt4993964,tt1239455,tt3973820",4
nm0009841,Carl Achleitner,1963,\N,actor,"tt0880566,tt4576572,tt3018354,tt0776201",4
nm0009846,Zehra Achmed,\N,\N,actress,"tt0026464,tt0016088,tt0129232,tt0025642",4
nm0009849,Rodrigo Achondo,1969,2016,actor,"tt0246790,tt0313026,tt0294427,tt1589059",4
nm0009877,Andreas Achternbusch,1964,\N,"actor,miscellaneous","tt0081221,tt1312056,tt0084439,tt0067304",4
nm0009880,Judit Achternbusch,1968,\N,"actress,make_up_department","tt0071140,tt0081221,tt0084439,tt0088375",4
nm0009883,Rut Achternbusch,1963,\N,"actress,miscellaneous","tt0083814,tt0084439,tt0085585,tt0081221",4
nm0009884,Arnie Achtman,\N,\N,actor,"tt0176357,tt0077679,tt0118379,tt0120536",4
nm0009885,Michael Achtman,\N,\N,"director,writer,actor","tt1830652,tt4502196,tt11152408,tt1549149",4
nm0009892,Achyuth,\N,\N,actor,"tt1183907,tt0240084,tt1579960,tt1583218",4
nm0009893,Perla Achával,\N,\N,actress,"tt0199332,tt0181525,tt0178774,tt0199767",4
nm0009896,Tony Acierto,\N,\N,actor,"tt0091706,tt0083395,tt0078622,tt0086734",4
nm0009897,Nilüfer Açikalin,1967,\N,"actress,writer,soundtrack","tt3255826,tt0468272,tt13592218,tt0494966",4
nm0009900,Dejan Acimovic,1963,\N,"actor,director,producer","tt2061729,tt0250445,tt0119874,tt0871006",4
nm0009911,Karen Acioly,1962,\N,"actress,assistant_director,casting_department","tt9533506,tt0091193,tt0138243,tt0145685",4
nm0009918,Amy Acker,1976,\N,"actress,producer","tt0162065,tt1259521,tt0285333,tt1839578",4
nm0009919,Antony Acker,\N,\N,actor,"tt0426371,tt0119700,tt0257106,tt0870111",4
nm0009921,Ben Acker,\N,\N,"miscellaneous,writer,actor","tt1232775,tt0460681,tt4548442,tt4026560",4
nm0009964,Don Ackerman,1968,\N,"actor,director,writer","tt2262532,tt6461706,tt3843168,tt0118589",4
nm0009967,Ed Ackerman,\N,\N,"cinematographer,director,actor","tt2175601,tt0223900,tt0209169,tt0095901",4
nm0009971,Georgina Ackerman,\N,\N,actress,"tt0096555,tt0101315,tt0106102,tt0215108",4
nm0009986,Josh Ackerman,1977,\N,"producer,director,actor","tt0251075,tt1963853,tt0213149,tt8510610",4
nm0009988,Justin Ackerman,\N,\N,"producer,actor,director","tt3739090,tt0102322,tt10476706,tt0111201",4
nm0009989,Karl Ackerman,\N,\N,"miscellaneous,actor,writer","tt0369441,tt0904208,tt1655564,tt0371246",4
nm0010003,Noah Ackerman,1973,\N,"miscellaneous,producer,actor","tt0112697,tt0120382,tt0116313,tt0114319",4
nm0010004,Peter Ackerman,\N,\N,"producer,writer,actor","tt2149175,tt0438097,tt6095472,tt0268380",4
nm0010034,Maud Ackermann,1965,\N,actress,"tt1245530,tt0199777,tt5376776,tt1613717",4
nm0010035,Nina Ackermann,\N,\N,"actress,cinematographer","tt0806901,tt0111652,tt0095205,tt2215121",4
nm0010050,David Ackert,\N,\N,"actor,producer,writer","tt0446241,tt0112022,tt1269688,tt0383760",4
nm0010072,Joseph Ackler,1980,2014,actor,"tt0190106,tt0313090,tt1190689,tt0118539",4
nm0010075,Jensen Ackles,1978,\N,"actor,director,soundtrack","tt0058796,tt0829297,tt0460681,tt1179891",4
nm0010095,Anthony Ackroyd,\N,\N,"actor,writer","tt0104785,tt0281370,tt0096544,tt0312162",4
nm0010101,Jack Ackroyd,\N,\N,actor,"tt0104613,tt0309221,tt0094731,tt0098625",4
nm0010103,Juliet Aykroyd,\N,\N,actress,"tt0272381,tt0071398,tt0419349,tt0069655",4
nm0010105,Tilo Acksel,1970,\N,actor,"tt0088517,tt0109713,tt0806910,tt1034388",4
nm0010138,Joe Acord,\N,\N,"art_department,actor","tt0083190,tt0082085,tt0079261,tt0083943",4
nm0010140,Jonathon Acorn,\N,\N,"actor,miscellaneous","tt0220906,tt0097858,tt0112230,tt0111999",4
nm0010153,Adriana Acosta,\N,\N,"actress,camera_department","tt2376336,tt0247859,tt0208611,tt1058596",4
nm0010155,Alberto Acosta,\N,\N,"actor,sound_department,miscellaneous","tt0102442,tt2422290,tt0410631,tt1914331",4
nm0010157,Alpha Acosta,1973,\N,"actress,assistant_director","tt0208115,tt0985678,tt0273060,tt0213335",4
